title,author,binding,in_stock,category,product_url,price_idr,original_price_idr,discount_percent,isbn,publisher,publication_date,pages,language,weight,review_count
Bobby Fischer Teaches Chess,"Fischer, Bobby",Paperback,0,Cooking & Food,http://www.periplus.com/p/9780553263152/bobby-fischer-teaches-chess?path=1_17,207000.0,207000.0,0.0,9780553263152.0,Bantam,01 July 1982,352.0,English,0.17,0
Badass Affirmations: The Wit and Wisdom of Wild Women...,"Anderson, Becca",Paperback,0,Cooking & Food,http://www.periplus.com/p/9781633537521/badass-affirmations-the-wit-and-wisdom-of-wild-women-inspirational-quotes-for-women-book-gift-for-women-powerful-affirmations?path=1_17,369000.0,369000.0,0.0,9781633537521.0,Mango,15 May 2018,220.0,English,0.18,0
"The I Wonder Bookstore: (Japanese Books, Book Lover...","Yoshitake, Shinsuke",Hardcover,0,Cooking & Food,http://www.periplus.com/p/9781452176512/the-i-wonder-bookstore-japanese-books-book-lover-gifts-interactive-books-for-kids?path=1_17,392000.0,392000.0,0.0,9781452176512.0,Chronicle Books,12 February 2019,104.0,English,0.3,2
Stay True,"Hsu, Hua",Paperback,0,Cooking & Food,http://www.periplus.com/p/9781035036370/stay-true?path=1_17,288000.0,288000.0,0.0,9781035036370.0,Pan Macmillan,14 September 2023,208.0,English UK / Other,0.15,0
Samurai Warriors in Battle- 1000 Piece Jigsaw Puzzle...,-,Hardcover,1,Cooking & Food,http://www.periplus.com/p/9780804856140/samurai-warriors-in-battle-1000-piece-jigsaw-puzzle-finished-size-29-x-20-inch-74-x-51-cm?path=1_17,108800.0,328000.0,67.0,9780804856140.0,Tuttle Publishing,-,0.0,English,0.0,0
The Golden Future Oracle: A 44-Card Deck and Guidebook...,Diana Cooper,Paperback,0,Cooking & Food,http://www.periplus.com/p/9781837820030/the-golden-future-oracle-a-44-card-deck-and-guidebook?path=1_17,517000.0,517000.0,0.0,9781837820030.0,Hay House UK,19 March 2024,257.0,English,1.05,0
"Storyworthy: Engage, Teach, Persuade, and Change Your...","Dicks, Matthew",Paperback,1,Cooking & Food,http://www.periplus.com/p/9781608685486/storyworthy-engage-teach-persuade-and-change-your-life-through-the-power-of-storytelling?path=1_17,445000.0,465000.0,4.0,9781608685486.0,New World Library,12 June 2018,368.0,English,0.43,0
Logical Chess: Move by Move: Every Move Explained,"Chernev, Irving",Paperback,1,Cooking & Food,http://www.periplus.com/p/9780713484649/logical-chess-move-by-move-every-move-explained?path=1_17,412250.0,485000.0,15.0,9780713484649.0,Batsford,30 June 2003,256.0,English,0.28,0
Ayoade on Top,"Ayoade, Richard",Paperback,0,Cooking & Food,http://www.periplus.com/p/9780571339143/ayoade-on-top?path=1_17,330000.0,330000.0,0.0,9780571339143.0,Faber & Faber,06 October 2020,240.0,English,0.2,0
The Little Guide to Taylor Swift: Words to Shake It...,Oh,Hardcover,0,Cooking & Food,http://www.periplus.com/p/9781800691698/the-little-guide-to-taylor-swift-words-to-shake-it-off?path=1_17,185000.0,185000.0,0.0,9781800691698.0,Oh,15 February 2022,192.0,English,0.25,0
Jigsaw Puzzle Gardens by Bay Singapore,Unknown Author,Unknown,1,Cooking & Food,http://www.periplus.com/p/9780804853163/jigsaw-puzzle-gardens-by-bay-singapore?path=1_17,288000.0,288000.0,0.0,9780804853163.0,Periplus / Tuttle,04 August 2021,0.0,English,0.0,0
The Game Master's Book of Astonishing Random Tables...,"Egloff, Ben",Hardcover,0,Cooking & Food,http://www.periplus.com/p/9781956403251/the-game-master-s-book-of-astonishing-random-tables-300-unique-roll-tables-to-enhance-your-worldbuilding-storytelling-locations-magic-and-more-fo?path=1_17,517000.0,517000.0,0.0,9781956403251.0,Media Lab Books,-,288.0,English,1.1,0
The Science of Interstellar,"Thorne, Kip",Paperback,0,Cooking & Food,http://www.periplus.com/p/9780393351378/the-science-of-interstellar?path=1_17,516000.0,516000.0,0.0,9780393351378.0,W. W. Norton & Company,07 November 2014,336.0,English,0.88,0
Superman: The Art and Making of the Film,"Field, James",Hardcover,0,Cooking & Food,http://www.periplus.com/p/9781419780752/superman-the-art-and-making-of-the-film?path=1_17,1034000.0,1034000.0,0.0,9781419780752.0,Harry N. Abrams,-,176.0,English,1.34,0
Jigsaw Puzzle Moon Viewing in Japan,Unknown Author,Unknown,1,Cooking & Food,http://www.periplus.com/p/9780804854306/jigsaw-puzzle-moon-viewing-in-japan?path=1_17,180000.0,225000.0,20.0,9780804854306.0,Periplus / Tuttle,07 October 2021,1000.0,English,0.0,0
The Little Guide to K-Pop: The Korean Music Wave,Oh,Hardcover,0,Cooking & Food,http://www.periplus.com/p/9781800695757/the-little-guide-to-k-pop-the-korean-music-wave?path=1_17,185000.0,185000.0,0.0,9781800695757.0,Oh,-,192.0,English,0.23,0
Wisdom of the Oracle Pocket Divination Cards: A 52...,Colette Baron-Reid,Paperback,0,Cooking & Food,http://www.periplus.com/p/9781401978228/wisdom-of-the-oracle-pocket-divination-cards-a-52-card-oracle-deck-for-love-happiness-spiritual-growth-and-living-your-purpose?path=1_17,413000.0,413000.0,0.0,9781401978228.0,Hay House LLC,27 August 2024,240.0,English,0.23,0
The Time Traveler's Oracle: A 44-Card Deck and Guidebook...,Denise Linn,Paperback,0,Cooking & Food,http://www.periplus.com/p/9781401972462/the-time-traveler-s-oracle-a-44-card-deck-and-guidebook?path=1_17,517000.0,517000.0,0.0,9781401972462.0,Hay House LLC,21 May 2024,144.0,English,1.05,0
The Physics of Star Wars: The Science Behind a Galaxy...,"Johnson, Patrick",Paperback,0,Cooking & Food,http://www.periplus.com/p/9781507203309/the-physics-of-star-wars-the-science-behind-a-galaxy-far-far-away?path=1_17,372000.0,372000.0,0.0,9781507203309.0,Adams Media Corporation,07 November 2017,256.0,English,0.3,0
"Sorry I'm Late, I Didn't Want to Come: One Introvert...","Pan, Jessica",Paperback,0,Cooking & Food,http://www.periplus.com/p/9781449499235/sorry-i-m-late-i-didn-t-want-to-come-one-introvert-s-year-of-saying-yes?path=1_17,351000.0,351000.0,0.0,9781449499235.0,Andrews McMeel Publishing,28 May 2019,272.0,English,0.36,0
The Basic Laws of Human Stupidity,"Cipolla, Carlo M.",Hardcover,0,Cooking & Food,http://www.periplus.com/p/9780385546478/the-basic-laws-of-human-stupidity?path=1_17,372000.0,372000.0,0.0,9780385546478.0,Doubleday Books,06 April 2021,96.0,English,0.14,0
Disney Frozen Tiny Book,Unknown Author,Unknown,0,Cooking & Food,http://www.periplus.com/p/9781647225711/disney-frozen-tiny-book?path=1_17,207000.0,207000.0,0.0,9781647225711.0,Insight Editions,-,192.0,English,0.02,0
The World of Bridgerton 1000 Piece Puzzle: A 1000-...,-,Hardcover,0,Cooking & Food,http://www.periplus.com/p/9781399615945/the-world-of-bridgerton-1000-piece-puzzle-a-1000-piece-jigsaw-puzzle-with-over-30-characters-to-spot?path=1_17,517000.0,517000.0,0.0,9781399615945.0,Laurence King,-,0.0,English,0.0,0
Walt Disney's Donald Duck Maharajah Donald: The Complete...,"Barks, Carl",Hardcover,0,Cooking & Food,http://www.periplus.com/p/9781683969006/walt-disney-s-donald-duck-maharajah-donald-the-complete-carl-barks-disney-library-vol-4?path=1_17,724000.0,724000.0,0.0,9781683969006.0,Fantagraphics Books,-,224.0,English,0.87,0
Walt Disney's Donald Duck Mystery of the Swamp: The...,"Barks, Carl",Hardcover,0,Cooking & Food,http://www.periplus.com/p/9781683969723/walt-disney-s-donald-duck-mystery-of-the-swamp-the-complete-carl-barks-disney-library-vol-3?path=1_17,724000.0,724000.0,0.0,9781683969723.0,Fantagraphics Books,-,240.0,English,0.93,0
Walt Disney's Donald Duck Frozen Gold: The Complete...,"Barks, Carl",Hardcover,0,Cooking & Food,http://www.periplus.com/p/9781683969884/walt-disney-s-donald-duck-frozen-gold-the-complete-carl-barks-disney-library-vol-2?path=1_17,827000.0,827000.0,0.0,9781683969884.0,Fantagraphics Books,-,240.0,English,0.92,0
Seasons of the Witch: Mabon,"by Lorriane Anderson (Author), Juliet Di",Paperback,0,Cooking & Food,http://www.periplus.com/p/9781922579751/seasons-of-the-witch-mabon?path=1_17,516000.0,516000.0,0.0,9781922579751.0,,12 June 2023,160.0,English,0.37,0
Guides of the Hidden Realms Oracle: A 44-Card Deck...,Colette Baron-Reid,Paperback,0,Cooking & Food,http://www.periplus.com/p/9781401971748/guides-of-the-hidden-realms-oracle-a-44-card-deck-and-guidebook?path=1_17,413000.0,413000.0,0.0,9781401971748.0,Hay House LLC,18 June 2024,128.0,English,0.36,0
Basic Principles of Classical Ballet: Russian Ballet...,"Vaganova, Agrippina",Paperback,0,Cooking & Food,http://www.periplus.com/p/9780486220369/basic-principles-of-classical-ballet-russian-ballet-technique?path=1_17,268000.0,268000.0,0.0,9780486220369.0,Dover Publications,01 June 1969,192.0,English,0.22,0
Let's Spend the Night Together: Backstage Secrets ...,"Des Barres, Pamela",Paperback,0,Cooking & Food,http://www.periplus.com/p/9781556527890/let-s-spend-the-night-together-backstage-secrets-of-rock-muses-and-supergroupies?path=1_17,393000.0,393000.0,0.0,9781556527890.0,Chicago Review Press,01 September 2008,400.0,English,0.53,0
Doll's House,"Ibsen, Henrik",Paperback,0,Cooking & Food,http://www.periplus.com/p/9781566632263/doll-s-house?path=1_17,226000.0,226000.0,0.0,9781566632263.0,Ivan R. Dee Publisher,20 December 1999,128.0,English,0.18,0
Frankie Manning: Ambassador of Lindy Hop,"Manning, Frankie",Paperback,0,Cooking & Food,http://www.periplus.com/p/9781592135646/frankie-manning-ambassador-of-lindy-hop?path=1_17,612000.0,612000.0,0.0,9781592135646.0,Temple University Press,01 September 2008,312.0,English,0.54,0
"Here, There and Everywhere: My Life Recording the ...","Emerick, Geoff",Paperback,0,Cooking & Food,http://www.periplus.com/p/9781592402694/here-there-and-everywhere-my-life-recording-the-music-of-the-beatles?path=1_17,414000.0,414000.0,0.0,9781592402694.0,Avery Publishing Group,01 March 2007,400.0,English,0.32,0
My System: Winning Chess Strategies,"Nimzowitsch, Aron",Paperback,0,Cooking & Food,http://www.periplus.com/p/9781607964520/my-system-winning-chess-strategies?path=1_17,393000.0,393000.0,0.0,9781607964520.0,WWW.Snowballpublishing.com,29 May 2012,272.0,English,0.37,0
Making Movies,"Lumet, Sidney",Paperback,0,Cooking & Food,http://www.periplus.com/p/9780679756606/making-movies?path=1_17,372000.0,372000.0,0.0,9780679756606.0,Vintage,19 March 1996,240.0,English,0.23,0
The Seven Deadly Chess Sins,"Rowson, Jonathan",Paperback,0,Cooking & Food,http://www.periplus.com/p/9781901983364/the-seven-deadly-chess-sins?path=1_17,516000.0,516000.0,0.0,9781901983364.0,Gambit Publications,01 March 2001,208.0,English,0.39,0
"My 60 Memorable Games: Chess Tactics, Chess Strategies...","Fischer, Bobby",Paperback,0,Cooking & Food,http://www.periplus.com/p/9781906388300/my-60-memorable-games-chess-tactics-chess-strategies-with-bobby-fischer?path=1_17,475000.0,475000.0,0.0,9781906388300.0,Batsford,01 April 2009,384.0,English,0.48,0
Framed Ink: Drawing and Composition for Visual Storytellers...,"Mateu-Mestre, Marcos",Paperback,0,Cooking & Food,http://www.periplus.com/p/9781933492957/framed-ink-drawing-and-composition-for-visual-storytellers?path=1_17,578000.0,578000.0,0.0,9781933492957.0,Design Studio Press,31 August 2010,128.0,English,0.66,0
"Practice-Led Research, Research-Led Practice in the...",-,Paperback,0,Cooking & Food,http://www.periplus.com/p/9780748636297/practice-led-research-research-led-practice-in-the-creative-arts?path=1_17,967000.0,967000.0,0.0,9780748636297.0,Edinburgh University Press,30 June 2009,288.0,English,0.5,0
"Mother, Brother, Lover","Cocker, Jarvis",Paperback,0,Cooking & Food,http://www.periplus.com/p/9780571281916/mother-brother-lover?path=1_17,288000.0,288000.0,0.0,9780571281916.0,Faber & Faber,04 October 2012,192.0,English UK / Other,0.16,0
The Telegraph: A History of Morse's Invention and ...,"Coe, Lewis",Paperback,0,Cooking & Food,http://www.periplus.com/p/9780786418084/the-telegraph-a-history-of-morse-s-invention-and-its-predecessors-in-the-united-states?path=1_17,805000.0,805000.0,0.0,9780786418084.0,McFarland & Company,10 December 2003,184.0,English,0.28,0
Richard Wagner,"Millington, Barry",Hardcover,0,Cooking & Food,http://www.periplus.com/p/9780500516430/richard-wagner?path=1_17,655000.0,655000.0,0.0,9780500516430.0,Thames & Hudson Ltd,22 October 2012,320.0,English UK / Other,1.04,0
Everything I Need to Know I Learned from a Little ...,"Muldrow, Diane",Hardcover,0,Cooking & Food,http://www.periplus.com/p/9780307977618/everything-i-need-to-know-i-learned-from-a-little-golden-book-an-inspirational-gift-book?path=1_17,227000.0,227000.0,0.0,9780307977618.0,Golden Books,24 September 2013,96.0,English,0.34,1
Greek Astronomy,"Heath, Sir Thomas L.",Paperback,0,Cooking & Food,http://www.periplus.com/p/9780486266206/greek-astronomy?path=1_17,309000.0,309000.0,0.0,9780486266206.0,Dover Publications,02 November 2011,256.0,English,0.27,0
Modern Chess Openings: MC0-15,"de Firmian, Nick",Paperback,1,Cooking & Food,http://www.periplus.com/p/9780812936827/modern-chess-openings-mc0-15?path=1_17,279300.0,540000.0,48.0,9780812936827.0,Random House Puzzles & Games,08 April 2008,768.0,English,0.98,0
Apollo's Angels: A History of Ballet,"Homans, Jennifer",Paperback,0,Cooking & Food,http://www.periplus.com/p/9780812968743/apollo-s-angels-a-history-of-ballet?path=1_17,476000.0,476000.0,0.0,9780812968743.0,Random House Trade,29 November 2011,720.0,English,0.82,0
Everything I Need to Know about Christmas I Learned...,"Muldrow, Diane",Hardcover,0,Cooking & Food,http://www.periplus.com/p/9780553497359/everything-i-need-to-know-about-christmas-i-learned-from-a-little-golden-book?path=1_17,227000.0,227000.0,0.0,9780553497359.0,Golden Books,09 September 2014,96.0,English,0.34,0
"How to Read a Film: Movies, Media, and Beyond: Art...","Monaco, James",Paperback,0,Cooking & Food,http://www.periplus.com/p/9780195321050/how-to-read-a-film-movies-media-and-beyond-art-technology-language-history-theory?path=1_17,703000.0,703000.0,0.0,9780195321050.0,Oxford University Press,08 May 2009,736.0,English,1.07,0
Mind Over Matter: The Images of Pink Floyd,"Thorgerson, Storm",Hardcover,0,Cooking & Food,http://www.periplus.com/p/9781783056217/mind-over-matter-the-images-of-pink-floyd?path=1_17,1034000.0,1034000.0,0.0,9781783056217.0,Omnibus Press,01 January 2015,296.0,English,2.25,0
Homo Ludens: A Study of the Play-Element in Culture...,"Huizinga, Johan",Paperback,0,Cooking & Food,http://www.periplus.com/p/9781614277064/homo-ludens-a-study-of-the-play-element-in-culture?path=1_17,229000.0,229000.0,0.0,9781614277064.0,Martino Fine Books,23 September 2014,234.0,English,0.35,0
How To Win The Lottery With The Law Of Attraction: ...,"Coronado, Eddie",Paperback,0,Cooking & Food,http://www.periplus.com/p/9781502379160/how-to-win-the-lottery-with-the-law-of-attraction-four-lottery-winners-share-their-manifestation-techniques?path=1_17,173000.0,173000.0,0.0,9781502379160.0,Createspace Independent Publishing Platform,10 September 2014,76.0,English,0.11,0
Nichijou 1,"Arawi, Keiichi",Paperback,0,Cooking & Food,http://www.periplus.com/p/9781942993308/nichijou-1?path=1_17,226000.0,226000.0,0.0,9781942993308.0,Vertical Comics,29 March 2016,200.0,English,0.18,0
Posh Adult Coloring Book: Thomas Kinkade Designs for...,"Kinkade, Thomas",Paperback,0,Cooking & Food,http://www.periplus.com/p/9781449478872/posh-adult-coloring-book-thomas-kinkade-designs-for-inspiration-and-relaxation?path=1_17,310000.0,310000.0,0.0,9781449478872.0,Andrews McMeel Publishing,03 May 2016,128.0,English,0.36,0
The Art of Castle in the Sky,"Miyazaki, Hayao",Hardcover,0,Cooking & Food,http://www.periplus.com/p/9781421582726/the-art-of-castle-in-the-sky?path=1_17,724000.0,724000.0,0.0,9781421582726.0,Viz Media,18 October 2016,194.0,English,1.18,0
Disney/Pixar the Art of Coco: (Pixar Fan Animation...,-,Hardcover,0,Cooking & Food,http://www.periplus.com/p/9781452156439/disney-pixar-the-art-of-coco-pixar-fan-animation-book-pixar-s-coco-concept-art-book?path=1_17,879000.0,879000.0,0.0,9781452156439.0,Chronicle Books,10 October 2017,160.0,English,1.2,0
The Peanuts Guide to Christmas,"Schulz, Charles M.",Hardcover,0,Cooking & Food,http://www.periplus.com/p/9780762491490/the-peanuts-guide-to-christmas?path=1_17,248000.0,248000.0,0.0,9780762491490.0,Running Press Adult,17 October 2017,80.0,English,0.18,0
We Have No Idea: We Have No Idea: A Guide to the Unknown...,"Cham, Jorge",Paperback,0,Cooking & Food,http://www.periplus.com/p/9780735211520/we-have-no-idea-we-have-no-idea-a-guide-to-the-unknown-universe?path=1_17,372000.0,372000.0,0.0,9780735211520.0,Penguin Adult Hc/Tr,08 May 2018,368.0,English,0.34,0
Chess Fundamentals,"Capablanca, Jose",Paperback,0,Cooking & Food,http://www.periplus.com/p/9780999319451/chess-fundamentals?path=1_17,393000.0,393000.0,0.0,9780999319451.0,Sde Publishing,19 June 2018,140.0,English,0.2,0
The Ride of a Lifetime: Lessons Learned from 15 Years...,"Iger, Robert",Hardcover,0,Cooking & Food,http://www.periplus.com/p/9780399592096/the-ride-of-a-lifetime-lessons-learned-from-15-years-as-ceo-of-the-walt-disney-company?path=1_17,620000.0,620000.0,0.0,9780399592096.0,Random House,23 September 2019,272.0,English,0.53,0
The Visual MBA: Two Years of Business School Packed...,"Barron, Jason",Paperback,1,Cooking & Food,http://www.periplus.com/p/9780358343646/the-visual-mba-two-years-of-business-school-packed-into-one-priceless-book-of-pure-awesomeness?path=1_17,368000.0,368000.0,0.0,9780358343646.0,Harper Business,07 April 2020,208.0,English,0.36,0
